timestamp,feature_id,model,query_tokens,response_tokens,cost_usd,latency_ms
2026-04-15T22:28:04Z,FT_006,claude-opus-4-1,9602,2825,0.355905,9358
2026-04-15T23:36:48Z,FT_002,claude-sonnet-4-5,2731,746,0.019383,2126
2026-04-16T00:28:14Z,FT_013,gpt-4o,998,1458,0.017075,2751
2026-04-16T00:33:24Z,FT_007,claude-sonnet-4-5,1505,302,0.009045,1449
2026-04-16T01:42:58Z,FT_002,claude-sonnet-4-5,2547,910,0.021291,1901
2026-04-16T02:34:50Z,FT_005,claude-sonnet-4-5,2461,434,0.013893,1865
2026-04-16T03:19:48Z,FT_010,gpt-4o-mini,820,319,0.000314,738
2026-04-16T05:00:36Z,FT_011,claude-haiku-4-5,865,237,0.00205,599
2026-04-16T05:45:20Z,FT_010,gpt-4o-mini,740,239,0.000254,770
2026-04-16T08:20:39Z,FT_008,gpt-4o,14184,1904,0.0545,4210
2026-04-16T09:09:15Z,FT_001,claude-sonnet-4-5,2167,364,0.011961,1216
2026-04-16T09:31:53Z,FT_008,gpt-4o,11302,1588,0.044135,3819
2026-04-16T09:35:04Z,FT_006,claude-opus-4-1,7497,3072,0.342855,7967
2026-04-16T09:38:29Z,FT_011,claude-haiku-4-5,712,207,0.001747,626
2026-04-16T10:16:48Z,FT_004,claude-haiku-4-5,691,171,0.001546,454
2026-04-16T10:20:15Z,FT_014,claude-haiku-4-5,1062,73,0.001427,286
2026-04-16T10:29:18Z,FT_006,claude-opus-4-1,7567,3789,0.39768,8462
2026-04-16T10:42:36Z,FT_007,claude-sonnet-4-5,1071,290,0.007563,1146
2026-04-16T10:46:36Z,FT_004,claude-haiku-4-5,581,133,0.001246,372
2026-04-16T11:03:41Z,FT_009,claude-opus-4-1,3764,1355,0.158085,5503
2026-04-16T11:33:58Z,FT_010,gpt-4o-mini,1021,318,0.000344,661
2026-04-16T11:46:47Z,FT_001,claude-sonnet-4-5,1588,462,0.011694,1311
2026-04-16T11:50:24Z,FT_016,claude-sonnet-4-5,1957,523,0.013716,1240
2026-04-16T12:20:34Z,FT_014,claude-haiku-4-5,1418,69,0.001763,319
2026-04-16T12:24:03Z,FT_012,gpt-4o,1662,1065,0.014805,1352
2026-04-16T12:41:00Z,FT_018,claude-sonnet-4-5,2147,503,0.013986,1905
2026-04-16T12:52:01Z,FT_003,gpt-4o,3661,197,0.011122,2167
2026-04-16T12:58:42Z,FT_009,claude-opus-4-1,4326,1402,0.17004,5475
2026-04-16T13:29:56Z,FT_010,gpt-4o-mini,859,330,0.000327,681
2026-04-16T13:33:46Z,FT_014,claude-haiku-4-5,1206,91,0.001661,367
2026-04-16T13:45:10Z,FT_015,claude-opus-4-1,16819,6224,0.719085,15054
2026-04-16T13:55:40Z,FT_018,claude-sonnet-4-5,2529,530,0.015537,1394
2026-04-16T13:57:00Z,FT_004,claude-haiku-4-5,634,142,0.001344,429
2026-04-16T14:00:20Z,FT_007,claude-sonnet-4-5,1294,461,0.010797,1106
2026-04-16T14:13:11Z,FT_011,claude-haiku-4-5,960,173,0.001825,510
2026-04-16T14:40:39Z,FT_014,claude-haiku-4-5,1329,77,0.001714,309
2026-04-16T14:48:17Z,FT_001,claude-sonnet-4-5,2053,451,0.012924,1461
2026-04-16T14:55:05Z,FT_009,claude-opus-4-1,3517,1835,0.19038,5937
2026-04-16T14:58:13Z,FT_003,gpt-4o,3151,170,0.009578,2233
2026-04-16T15:21:08Z,FT_015,claude-opus-4-1,17956,5552,0.68574,14231
2026-04-16T15:37:54Z,FT_003,gpt-4o,2898,170,0.008945,1864
2026-04-16T16:32:17Z,FT_004,claude-haiku-4-5,783,205,0.001808,513
2026-04-16T17:10:03Z,FT_013,gpt-4o,915,1385,0.016137,2772
2026-04-16T17:26:49Z,FT_012,gpt-4o,1451,862,0.012247,1227
2026-04-16T17:47:51Z,FT_001,claude-sonnet-4-5,1718,487,0.012459,1236
2026-04-16T20:08:21Z,FT_001,claude-sonnet-4-5,1457,485,0.011646,1345
2026-04-16T23:00:31Z,FT_012,gpt-4o,1458,625,0.009895,1303
2026-04-16T23:10:20Z,FT_002,claude-sonnet-4-5,1895,826,0.018075,1932
2026-04-16T23:19:50Z,FT_005,claude-sonnet-4-5,2297,562,0.015321,1486
2026-04-17T00:02:15Z,FT_007,claude-sonnet-4-5,1376,275,0.008253,1445
2026-04-17T06:54:29Z,FT_014,claude-haiku-4-5,1055,56,0.001335,352
2026-04-17T07:14:06Z,FT_003,gpt-4o,3871,191,0.011588,2457
2026-04-17T08:47:05Z,FT_008,gpt-4o,9282,1639,0.039595,3585
2026-04-17T09:18:59Z,FT_011,claude-haiku-4-5,767,239,0.001962,602
2026-04-17T09:36:31Z,FT_003,gpt-4o,3156,224,0.01013,2466
2026-04-17T09:44:01Z,FT_001,claude-sonnet-4-5,1913,483,0.012984,1274
2026-04-17T10:00:00Z,FT_014,claude-haiku-4-5,1713,97,0.002198,282
2026-04-17T10:01:11Z,FT_018,claude-sonnet-4-5,1776,582,0.014058,1670
2026-04-17T10:12:44Z,FT_003,gpt-4o,2906,159,0.008855,2350
2026-04-17T10:55:21Z,FT_001,claude-sonnet-4-5,2015,332,0.011025,1099
2026-04-17T11:19:04Z,FT_010,gpt-4o-mini,869,251,0.000281,600
2026-04-17T11:26:58Z,FT_007,claude-sonnet-4-5,1469,395,0.010332,1468
2026-04-17T11:54:52Z,FT_002,claude-sonnet-4-5,1986,610,0.015108,1818
2026-04-17T12:02:45Z,FT_010,gpt-4o-mini,909,245,0.000283,628
2026-04-17T12:05:06Z,FT_001,claude-sonnet-4-5,2121,299,0.010848,1472
2026-04-17T12:18:58Z,FT_013,gpt-4o,1093,1330,0.016032,2800
2026-04-17T12:40:32Z,FT_011,claude-haiku-4-5,979,223,0.002094,528
2026-04-17T12:42:55Z,FT_012,gpt-4o,1297,734,0.010582,1396
2026-04-17T12:59:57Z,FT_009,claude-opus-4-1,4142,1535,0.177255,7169
2026-04-17T13:05:29Z,FT_005,claude-sonnet-4-5,1620,597,0.013815,1799
2026-04-17T13:06:49Z,FT_001,claude-sonnet-4-5,2046,520,0.013938,1440
2026-04-17T13:12:37Z,FT_005,claude-sonnet-4-5,1590,487,0.012075,1590
2026-04-17T13:19:00Z,FT_004,claude-haiku-4-5,559,151,0.001314,485
2026-04-17T13:27:40Z,FT_012,gpt-4o,1992,578,0.01076,1233
2026-04-17T13:34:33Z,FT_006,claude-opus-4-1,7252,3675,0.384405,7799
2026-04-17T14:06:50Z,FT_002,claude-sonnet-4-5,2525,621,0.01689,1742
2026-04-17T14:14:26Z,FT_006,claude-opus-4-1,6396,3616,0.36714,8146
2026-04-17T14:26:17Z,FT_008,gpt-4o,10242,2045,0.046055,5074
2026-04-17T14:35:25Z,FT_007,claude-sonnet-4-5,1718,326,0.010044,1285
2026-04-17T14:50:49Z,FT_015,claude-opus-4-1,16174,3770,0.52536,12470
2026-04-17T14:57:42Z,FT_004,claude-haiku-4-5,754,132,0.001414,402
2026-04-17T15:15:24Z,FT_004,claude-haiku-4-5,716,184,0.001636,404
2026-04-17T15:31:01Z,FT_009,claude-opus-4-1,5047,1945,0.22158,6832
2026-04-17T15:37:16Z,FT_009,claude-opus-4-1,5013,1958,0.222045,6148
2026-04-17T15:55:01Z,FT_013,gpt-4o,940,1916,0.02151,2655
2026-04-17T16:10:46Z,FT_015,claude-opus-4-1,17107,4344,0.582405,12464
2026-04-17T16:12:14Z,FT_016,claude-sonnet-4-5,2155,325,0.01134,1595
2026-04-17T16:25:05Z,FT_010,gpt-4o-mini,859,283,0.000299,710
2026-04-17T16:45:45Z,FT_012,gpt-4o,1336,592,0.00926,1464
2026-04-17T16:54:20Z,FT_011,claude-haiku-4-5,627,250,0.001877,458
2026-04-17T17:21:58Z,FT_010,gpt-4o-mini,715,236,0.000249,694
2026-04-17T17:23:19Z,FT_014,claude-haiku-4-5,1320,69,0.001665,264
2026-04-17T18:25:31Z,FT_001,claude-sonnet-4-5,2229,522,0.014517,1304
2026-04-17T18:44:16Z,FT_014,claude-haiku-4-5,1510,61,0.001815,299
2026-04-17T20:45:56Z,FT_018,claude-sonnet-4-5,2249,804,0.018807,1649
2026-04-17T21:01:04Z,FT_004,claude-haiku-4-5,681,204,0.001701,513
2026-04-18T05:39:20Z,FT_010,gpt-4o-mini,892,282,0.000303,694
2026-04-18T07:46:33Z,FT_012,gpt-4o,1997,740,0.012393,1485
2026-04-18T08:02:31Z,FT_010,gpt-4o-mini,660,204,0.000221,649
2026-04-18T08:03:01Z,FT_003,gpt-4o,3769,128,0.010703,2268
2026-04-18T08:42:24Z,FT_010,gpt-4o-mini,766,278,0.000282,667
2026-04-18T09:36:22Z,FT_011,claude-haiku-4-5,768,307,0.002303,619
2026-04-18T09:59:10Z,FT_010,gpt-4o-mini,798,334,0.00032,629
2026-04-18T10:09:13Z,FT_012,gpt-4o,1807,803,0.012547,1345
2026-04-18T10:18:08Z,FT_001,claude-sonnet-4-5,1955,319,0.01065,1440
2026-04-18T10:23:32Z,FT_004,claude-haiku-4-5,697,222,0.001807,434
2026-04-18T10:51:46Z,FT_002,claude-sonnet-4-5,2055,1010,0.021315,1821
2026-04-18T10:55:31Z,FT_014,claude-haiku-4-5,1213,67,0.001548,383
2026-04-18T10:57:19Z,FT_004,claude-haiku-4-5,627,131,0.001282,360
2026-04-18T11:07:20Z,FT_014,claude-haiku-4-5,1585,67,0.00192,308
2026-04-18T11:27:38Z,FT_013,gpt-4o,1112,1486,0.01764,2387
2026-04-18T11:30:31Z,FT_006,claude-opus-4-1,9113,2711,0.34002,9761
2026-04-18T11:47:48Z,FT_005,claude-sonnet-4-5,1897,564,0.014151,1520
2026-04-18T12:15:18Z,FT_001,claude-sonnet-4-5,1520,430,0.01101,1446
2026-04-18T12:22:57Z,FT_003,gpt-4o,2977,126,0.008703,1971
2026-04-18T12:26:30Z,FT_003,gpt-4o,2752,183,0.00871,2322
2026-04-18T12:36:20Z,FT_011,claude-haiku-4-5,838,280,0.002238,637
2026-04-18T12:55:01Z,FT_001,claude-sonnet-4-5,1533,325,0.009474,1411
2026-04-18T13:19:58Z,FT_004,claude-haiku-4-5,644,182,0.001554,432
2026-04-18T13:22:59Z,FT_014,claude-haiku-4-5,1597,86,0.002027,346
2026-04-18T13:34:02Z,FT_004,claude-haiku-4-5,722,187,0.001657,383
2026-04-18T14:01:41Z,FT_001,claude-sonnet-4-5,2222,414,0.012876,1055
2026-04-18T14:12:25Z,FT_007,claude-sonnet-4-5,1326,368,0.009498,1222
2026-04-18T14:25:47Z,FT_009,claude-opus-4-1,4115,1451,0.17055,5390
2026-04-18T14:32:53Z,FT_015,claude-opus-4-1,22338,5043,0.713295,11047
2026-04-18T14:49:51Z,FT_009,claude-opus-4-1,4926,1808,0.20949,5060
2026-04-18T15:09:31Z,FT_006,claude-opus-4-1,8243,3223,0.36537,7490
2026-04-18T15:11:03Z,FT_009,claude-opus-4-1,3626,2014,0.20544,5712
2026-04-18T15:43:54Z,FT_014,claude-haiku-4-5,1676,74,0.002046,325
2026-04-18T15:58:14Z,FT_013,gpt-4o,971,1862,0.021048,2695
2026-04-18T16:07:55Z,FT_018,claude-sonnet-4-5,2165,477,0.01365,1729
2026-04-18T16:13:28Z,FT_011,claude-haiku-4-5,913,213,0.001978,500
2026-04-18T16:27:41Z,FT_005,claude-sonnet-4-5,2297,462,0.013821,1852
2026-04-18T16:49:08Z,FT_018,claude-sonnet-4-5,2433,774,0.018909,1919
2026-04-18T18:02:51Z,FT_001,claude-sonnet-4-5,1359,327,0.008982,1112
2026-04-18T18:12:33Z,FT_015,claude-opus-4-1,13605,5827,0.6411,12698
2026-04-18T18:25:22Z,FT_008,gpt-4o,14784,1981,0.05677,3955
2026-04-18T18:58:14Z,FT_016,claude-sonnet-4-5,1845,446,0.012225,1648
2026-04-18T19:23:01Z,FT_002,claude-sonnet-4-5,2269,644,0.016467,2010
2026-04-18T20:08:16Z,FT_007,claude-sonnet-4-5,1330,442,0.01062,1474
2026-04-18T21:58:46Z,FT_007,claude-sonnet-4-5,1463,474,0.011499,1062
2026-04-18T22:17:06Z,FT_012,gpt-4o,1860,674,0.01139,1354
2026-04-18T23:34:06Z,FT_008,gpt-4o,11771,2110,0.050528,4137
2026-04-19T05:30:16Z,FT_016,claude-sonnet-4-5,1552,521,0.012471,1567
2026-04-19T08:29:54Z,FT_015,claude-opus-4-1,20444,4765,0.664035,12446
2026-04-19T08:40:09Z,FT_004,claude-haiku-4-5,699,138,0.001389,379
2026-04-19T08:54:20Z,FT_003,gpt-4o,2430,171,0.007785,2073
2026-04-19T09:43:50Z,FT_001,claude-sonnet-4-5,2066,420,0.012498,1233
2026-04-19T10:20:56Z,FT_003,gpt-4o,3423,185,0.010408,2282
2026-04-19T10:24:26Z,FT_012,gpt-4o,1429,943,0.013003,1223
2026-04-19T10:42:39Z,FT_006,claude-opus-4-1,7964,3127,0.353985,9096
2026-04-19T10:48:21Z,FT_011,claude-haiku-4-5,1021,306,0.002551,451
2026-04-19T11:04:15Z,FT_010,gpt-4o-mini,879,217,0.000262,590
2026-04-19T11:04:36Z,FT_001,claude-sonnet-4-5,1993,487,0.013284,1261
2026-04-19T11:09:29Z,FT_012,gpt-4o,1816,673,0.01127,1620
2026-04-19T11:32:53Z,FT_009,claude-opus-4-1,4953,1135,0.15942,6603
2026-04-19T11:48:20Z,FT_014,claude-haiku-4-5,1495,89,0.00194,353
2026-04-19T11:49:36Z,FT_004,claude-haiku-4-5,480,207,0.001515,430
2026-04-19T12:06:40Z,FT_006,claude-opus-4-1,9633,2763,0.35172,8372
2026-04-19T12:19:04Z,FT_009,claude-opus-4-1,3784,1563,0.173985,6869
2026-04-19T12:19:24Z,FT_001,claude-sonnet-4-5,1438,399,0.010299,1496
2026-04-19T12:30:47Z,FT_005,claude-sonnet-4-5,1858,574,0.014184,2058
2026-04-19T12:42:30Z,FT_007,claude-sonnet-4-5,1600,293,0.009195,1005
2026-04-19T13:02:53Z,FT_010,gpt-4o-mini,938,292,0.000316,576
2026-04-19T13:16:59Z,FT_018,claude-sonnet-4-5,2424,569,0.015807,1676
2026-04-19T13:38:14Z,FT_015,claude-opus-4-1,16754,5536,0.66651,11449
2026-04-19T13:44:07Z,FT_001,claude-sonnet-4-5,2099,501,0.013812,1311
2026-04-19T13:48:51Z,FT_013,gpt-4o,1450,1339,0.017015,2955
2026-04-19T14:06:00Z,FT_014,claude-haiku-4-5,1352,93,0.001817,282
2026-04-19T14:12:21Z,FT_012,gpt-4o,1818,624,0.010785,1578
2026-04-19T14:19:37Z,FT_004,claude-haiku-4-5,662,229,0.001807,428
2026-04-19T14:20:53Z,FT_008,gpt-4o,11765,1489,0.044303,4854
2026-04-19T14:25:59Z,FT_008,gpt-4o,11259,1508,0.043228,4637
2026-04-19T15:10:25Z,FT_002,claude-sonnet-4-5,2407,892,0.020601,2281
2026-04-19T15:14:48Z,FT_002,claude-sonnet-4-5,1881,640,0.015243,1866
2026-04-19T15:26:59Z,FT_013,gpt-4o,1157,1479,0.017683,2388
2026-04-19T15:29:20Z,FT_009,claude-opus-4-1,4758,2060,0.22587,5052
2026-04-19T15:51:47Z,FT_003,gpt-4o,3470,193,0.010605,2276
2026-04-19T16:07:10Z,FT_011,claude-haiku-4-5,715,215,0.00179,468
2026-04-19T16:18:54Z,FT_010,gpt-4o-mini,1002,315,0.000339,597
2026-04-19T16:29:28Z,FT_011,claude-haiku-4-5,678,303,0.002193,487
2026-04-19T16:32:11Z,FT_007,claude-sonnet-4-5,1135,331,0.00837,1050
2026-04-19T16:43:27Z,FT_014,claude-haiku-4-5,1567,99,0.002062,300
2026-04-19T16:46:47Z,FT_018,claude-sonnet-4-5,2456,529,0.015303,2024
2026-04-19T16:50:07Z,FT_005,claude-sonnet-4-5,2269,613,0.016002,1576
2026-04-19T16:58:23Z,FT_001,claude-sonnet-4-5,1363,447,0.010794,1480
2026-04-19T17:24:23Z,FT_010,gpt-4o-mini,854,315,0.000317,637
2026-04-19T17:39:19Z,FT_014,claude-haiku-4-5,1665,101,0.00217,342
2026-04-19T22:00:16Z,FT_007,claude-sonnet-4-5,1182,453,0.010341,1257
2026-04-19T23:55:17Z,FT_004,claude-haiku-4-5,746,181,0.001651,454
2026-04-20T01:44:09Z,FT_011,claude-haiku-4-5,854,243,0.002069,639
2026-04-20T01:55:10Z,FT_005,claude-sonnet-4-5,2496,557,0.015843,1580
2026-04-20T05:10:03Z,FT_016,claude-sonnet-4-5,2109,501,0.013842,1417
2026-04-20T05:31:22Z,FT_003,gpt-4o,3570,177,0.010695,2341
2026-04-20T05:35:11Z,FT_010,gpt-4o-mini,642,245,0.000243,573
2026-04-20T07:45:32Z,FT_002,claude-sonnet-4-5,2696,752,0.019368,1892
2026-04-20T07:52:42Z,FT_014,claude-haiku-4-5,1472,64,0.001792,323
2026-04-20T08:04:19Z,FT_011,claude-haiku-4-5,921,254,0.002191,571
2026-04-20T08:08:57Z,FT_013,gpt-4o,1114,1723,0.020015,2640
2026-04-20T09:07:10Z,FT_009,claude-opus-4-1,4233,1209,0.15417,4930
2026-04-20T09:19:28Z,FT_010,gpt-4o-mini,674,356,0.000315,676
2026-04-20T09:31:00Z,FT_007,claude-sonnet-4-5,1249,297,0.008202,1155
2026-04-20T10:28:13Z,FT_009,claude-opus-4-1,3899,2006,0.208935,4938
2026-04-20T10:35:09Z,FT_001,claude-sonnet-4-5,1885,348,0.010875,1475
2026-04-20T10:42:50Z,FT_015,claude-opus-4-1,16899,5476,0.664185,12050
2026-04-20T11:14:05Z,FT_018,claude-sonnet-4-5,2118,625,0.015729,1582
2026-04-20T11:15:09Z,FT_003,gpt-4o,3495,193,0.010667,1859
2026-04-20T11:21:52Z,FT_001,claude-sonnet-4-5,2137,372,0.011991,1467
2026-04-20T11:40:19Z,FT_012,gpt-4o,1205,869,0.011702,1428
2026-04-20T11:41:51Z,FT_001,claude-sonnet-4-5,1675,508,0.012645,1222
2026-04-20T12:13:44Z,FT_007,claude-sonnet-4-5,1331,462,0.010923,1382
2026-04-20T12:37:08Z,FT_014,claude-haiku-4-5,1218,60,0.001518,356
2026-04-20T12:50:06Z,FT_018,claude-sonnet-4-5,2261,612,0.015963,1715
2026-04-20T13:10:30Z,FT_008,gpt-4o,13112,1658,0.04936,5044
2026-04-20T13:15:17Z,FT_002,claude-sonnet-4-5,2479,697,0.017892,1653
2026-04-20T13:17:41Z,FT_015,claude-opus-4-1,13610,4464,0.53895,13105
2026-04-20T13:24:12Z,FT_009,claude-opus-4-1,3227,2002,0.198555,5394
2026-04-20T13:39:54Z,FT_003,gpt-4o,3682,177,0.010975,2295
2026-04-20T13:48:10Z,FT_011,claude-haiku-4-5,798,175,0.001673,514
2026-04-20T14:20:20Z,FT_004,claude-haiku-4-5,567,208,0.001607,409
2026-04-20T15:14:52Z,FT_008,gpt-4o,10760,1926,0.04616,4299
2026-04-20T15:17:08Z,FT_012,gpt-4o,1838,821,0.012805,1293
2026-04-20T15:17:21Z,FT_006,claude-opus-4-1,7868,4079,0.423945,10135
2026-04-20T15:32:00Z,FT_010,gpt-4o-mini,828,350,0.000334,681
2026-04-20T15:48:02Z,FT_001,claude-sonnet-4-5,2047,441,0.012756,1503
2026-04-20T15:52:00Z,FT_004,claude-haiku-4-5,685,155,0.00146,519
2026-04-20T16:42:32Z,FT_014,claude-haiku-4-5,1455,81,0.00186,276
2026-04-20T17:21:53Z,FT_013,gpt-4o,1370,1270,0.016125,3332
2026-04-20T17:59:31Z,FT_014,claude-haiku-4-5,1567,92,0.002027,371
2026-04-20T18:23:04Z,FT_004,claude-haiku-4-5,482,151,0.001237,425
2026-04-20T19:17:41Z,FT_010,gpt-4o-mini,641,348,0.000305,603
2026-04-20T19:31:45Z,FT_007,claude-sonnet-4-5,1603,480,0.012009,1234
2026-04-20T20:04:26Z,FT_004,claude-haiku-4-5,752,183,0.001667,468
2026-04-20T20:17:06Z,FT_005,claude-sonnet-4-5,1585,531,0.01272,1927
2026-04-20T20:31:56Z,FT_001,claude-sonnet-4-5,2159,458,0.013347,1357
2026-04-20T22:37:09Z,FT_006,claude-opus-4-1,7189,3641,0.38091,8255
2026-04-20T23:42:27Z,FT_012,gpt-4o,1306,1064,0.013905,1157
2026-04-21T02:03:22Z,FT_016,claude-sonnet-4-5,1539,544,0.012777,1182
2026-04-21T03:22:04Z,FT_009,claude-opus-4-1,5228,1244,0.17172,6951
2026-04-21T07:19:16Z,FT_014,claude-haiku-4-5,1608,82,0.002018,274
2026-04-21T08:15:19Z,FT_005,claude-sonnet-4-5,2247,371,0.012306,1894
2026-04-21T08:41:40Z,FT_013,gpt-4o,1051,2229,0.024918,3233
2026-04-21T09:26:41Z,FT_001,claude-sonnet-4-5,2086,332,0.011238,1279
2026-04-21T09:50:16Z,FT_008,gpt-4o,9896,1437,0.03911,4066
2026-04-21T10:14:54Z,FT_001,claude-sonnet-4-5,1535,488,0.011925,1155
2026-04-21T10:44:50Z,FT_018,claude-sonnet-4-5,2470,667,0.017415,1646
2026-04-21T11:02:09Z,FT_010,gpt-4o-mini,782,301,0.000298,621
2026-04-21T11:04:39Z,FT_003,gpt-4o,3098,174,0.009485,2397
2026-04-21T11:25:49Z,FT_012,gpt-4o,1970,749,0.012415,1586
2026-04-21T11:33:14Z,FT_003,gpt-4o,3382,133,0.009785,2466
2026-04-21T11:35:36Z,FT_005,claude-sonnet-4-5,2401,370,0.012753,1956
2026-04-21T11:46:32Z,FT_009,claude-opus-4-1,3718,1576,0.17397,5457
2026-04-21T12:02:32Z,FT_007,claude-sonnet-4-5,1318,374,0.009564,1009
2026-04-21T12:43:44Z,FT_007,claude-sonnet-4-5,1534,327,0.009507,1290
2026-04-21T12:53:17Z,FT_001,claude-sonnet-4-5,1835,396,0.011445,1212
2026-04-21T13:02:54Z,FT_010,gpt-4o-mini,753,242,0.000258,564
2026-04-21T13:04:22Z,FT_015,claude-opus-4-1,15485,3947,0.5283,12018
2026-04-21T13:33:03Z,FT_007,claude-sonnet-4-5,1684,447,0.011757,1257
2026-04-21T13:35:18Z,FT_002,claude-sonnet-4-5,2424,904,0.020832,1863
2026-04-21T13:41:22Z,FT_004,claude-haiku-4-5,499,198,0.001489,521
2026-04-21T13:44:16Z,FT_011,claude-haiku-4-5,674,196,0.001654,454
2026-04-21T14:04:09Z,FT_011,claude-haiku-4-5,693,254,0.001963,466
2026-04-21T14:31:44Z,FT_012,gpt-4o,1781,636,0.010812,1368
2026-04-21T14:31:46Z,FT_004,claude-haiku-4-5,776,128,0.001416,500
2026-04-21T14:55:21Z,FT_010,gpt-4o-mini,682,332,0.000302,726
2026-04-21T15:16:50Z,FT_009,claude-opus-4-1,4804,1772,0.20496,5878
2026-04-21T15:21:50Z,FT_006,claude-opus-4-1,9342,2755,0.346755,7694
2026-04-21T15:30:55Z,FT_002,claude-sonnet-4-5,2500,796,0.01944,2188
2026-04-21T15:45:36Z,FT_012,gpt-4o,1271,743,0.010608,1469
2026-04-21T15:55:26Z,FT_008,gpt-4o,9811,2245,0.046978,4480
2026-04-21T16:01:44Z,FT_004,claude-haiku-4-5,684,218,0.001774,468
2026-04-21T16:24:44Z,FT_015,claude-opus-4-1,15436,3919,0.525465,11458
2026-04-21T16:38:35Z,FT_011,claude-haiku-4-5,915,281,0.00232,582
2026-04-21T17:14:33Z,FT_006,claude-opus-4-1,7432,3335,0.361605,8041
2026-04-21T17:49:15Z,FT_018,claude-sonnet-4-5,1675,724,0.015885,1770
2026-04-21T17:57:12Z,FT_001,claude-sonnet-4-5,2223,342,0.011799,1450
2026-04-21T18:01:36Z,FT_004,claude-haiku-4-5,763,223,0.001878,407
2026-04-21T18:03:49Z,FT_014,claude-haiku-4-5,1349,86,0.001779,327
2026-04-21T18:34:09Z,FT_001,claude-sonnet-4-5,2107,339,0.011406,1369
