decision_id,customer_id,model_id,decision_type,timestamp,outcome,decision_value
DEC_0064_20260312,CUST_438580,kyc_review_v4,kyc_review,2026-03-12T16:22:20Z,CLEAR,0.053
DEC_0065_20260330,CUST_672502,loan_pd_v3,loan_approval,2026-03-30T15:49:56Z,APPROVE,72780.95
DEC_0066_20260307,CUST_339917,fraud_screen_v6,fraud_screen,2026-03-07T08:39:33Z,PASS,3348.4
DEC_0067_20260316,CUST_252039,loan_pd_v3,loan_approval,2026-03-16T17:51:12Z,CONDITIONAL,39830.91
DEC_0068_20260412,CUST_284783,kyc_review_v4,kyc_review,2026-04-12T14:59:05Z,EDD_REQUIRED,0.846
DEC_0069_20260411,CUST_635492,kyc_review_v4,kyc_review,2026-04-11T13:16:24Z,EDD_REQUIRED,0.084
DEC_0070_20260417,CUST_895942,fraud_screen_v6,fraud_screen,2026-04-17T14:23:31Z,STEP_UP_AUTH,10018.36
DEC_0071_20260321,CUST_731553,kyc_review_v4,kyc_review,2026-03-21T16:22:34Z,EDD_REQUIRED,0.107
DEC_0072_20260424,CUST_788168,claims_triage_v2,claims_triage,2026-04-24T12:46:03Z,ADJUSTER_REVIEW,19216.35
DEC_0073_20260419,CUST_930249,fraud_screen_v6,fraud_screen,2026-04-19T18:53:53Z,STEP_UP_AUTH,8356.9
DEC_0074_20260429,CUST_659468,claims_triage_v2,claims_triage,2026-04-29T11:20:47Z,SIU_FLAG,42958.25
DEC_0075_20260304,CUST_826351,fraud_screen_v6,fraud_screen,2026-03-04T18:15:18Z,STEP_UP_AUTH,3151.74
DEC_0076_20260313,CUST_901294,fraud_screen_v6,fraud_screen,2026-03-13T08:01:40Z,STEP_UP_AUTH,4099.93
DEC_0077_20260321,CUST_112798,claims_triage_v2,claims_triage,2026-03-21T12:20:36Z,SIU_FLAG,22958.07
DEC_0078_20260320,CUST_100293,loan_pd_v3,loan_approval,2026-03-20T12:55:58Z,CONDITIONAL,54343.25
DEC_0079_20260309,CUST_838960,loan_pd_v3,loan_approval,2026-03-09T13:39:00Z,CONDITIONAL,68251.39
DEC_0080_20260402,CUST_971478,fraud_screen_v6,fraud_screen,2026-04-02T14:57:29Z,BLOCK,9488.62
DEC_0081_20260301,CUST_266631,claims_triage_v2,claims_triage,2026-03-01T18:26:17Z,SIU_FLAG,11096.82
DEC_0082_20260303,CUST_797180,loan_pd_v3,loan_approval,2026-03-03T17:40:45Z,DENY,73173.78
DEC_0083_20260401,CUST_249118,fraud_screen_v6,fraud_screen,2026-04-01T09:04:08Z,STEP_UP_AUTH,325.16
DEC_0084_20260306,CUST_475494,fraud_screen_v6,fraud_screen,2026-03-06T17:55:56Z,BLOCK,7129.84
DEC_0085_20260430,CUST_122801,claims_triage_v2,claims_triage,2026-04-30T16:25:50Z,SIU_FLAG,44708.03
DEC_0086_20260325,CUST_661848,loan_pd_v3,loan_approval,2026-03-25T11:26:54Z,CONDITIONAL,20897.75
DEC_0087_20260409,CUST_375175,kyc_review_v4,kyc_review,2026-04-09T15:07:39Z,REJECT,0.117
DEC_0088_20260430,CUST_570145,kyc_review_v4,kyc_review,2026-04-30T15:36:04Z,REJECT,0.932
DEC_0089_20260322,CUST_693670,claims_triage_v2,claims_triage,2026-03-22T18:57:50Z,AUTO_PAY,25756.21
DEC_0090_20260309,CUST_553971,claims_triage_v2,claims_triage,2026-03-09T18:20:48Z,ADJUSTER_REVIEW,39540.12
DEC_0091_20260422,CUST_223866,kyc_review_v4,kyc_review,2026-04-22T11:23:09Z,EDD_REQUIRED,0.585
DEC_0092_20260408,CUST_673945,loan_pd_v3,loan_approval,2026-04-08T12:01:40Z,APPROVE,60284.2
DEC_0093_20260411,CUST_364667,claims_triage_v2,claims_triage,2026-04-11T12:11:30Z,ADJUSTER_REVIEW,30058.7
DEC_0094_20260429,CUST_391559,claims_triage_v2,claims_triage,2026-04-29T16:58:33Z,ADJUSTER_REVIEW,2820.95
DEC_0095_20260417,CUST_988401,claims_triage_v2,claims_triage,2026-04-17T18:42:31Z,ADJUSTER_REVIEW,5654.35
DEC_0096_20260321,CUST_932275,claims_triage_v2,claims_triage,2026-03-21T08:49:05Z,AUTO_PAY,28728.3
DEC_0097_20260414,CUST_132532,fraud_screen_v6,fraud_screen,2026-04-14T16:15:31Z,BLOCK,3506.58
DEC_0098_20260301,CUST_746530,claims_triage_v2,claims_triage,2026-03-01T09:29:24Z,AUTO_PAY,40160.3
DEC_0099_20260328,CUST_544876,fraud_screen_v6,fraud_screen,2026-03-28T13:33:51Z,BLOCK,3535.27
DEC_0100_20260320,CUST_888193,loan_pd_v3,loan_approval,2026-03-20T09:37:28Z,DENY,59399.35
DEC_0101_20260308,CUST_486140,fraud_screen_v6,fraud_screen,2026-03-08T10:41:55Z,PASS,8148.53
DEC_0102_20260418,CUST_319977,kyc_review_v4,kyc_review,2026-04-18T13:40:49Z,REJECT,0.062
DEC_0103_20260413,CUST_712744,fraud_screen_v6,fraud_screen,2026-04-13T13:48:54Z,STEP_UP_AUTH,2014.79
DEC_0104_20260427,CUST_587198,fraud_screen_v6,fraud_screen,2026-04-27T12:26:29Z,PASS,5940.65
DEC_0105_20260406,CUST_425045,fraud_screen_v6,fraud_screen,2026-04-06T15:07:51Z,BLOCK,1113.26
DEC_0106_20260318,CUST_356808,claims_triage_v2,claims_triage,2026-03-18T15:46:17Z,ADJUSTER_REVIEW,3817.9
DEC_0107_20260302,CUST_549588,kyc_review_v4,kyc_review,2026-03-02T17:31:17Z,EDD_REQUIRED,0.206
DEC_0108_20260401,CUST_415715,kyc_review_v4,kyc_review,2026-04-01T16:46:57Z,REJECT,0.133
DEC_0109_20260401,CUST_520505,loan_pd_v3,loan_approval,2026-04-01T16:31:47Z,DENY,16603.55
DEC_0110_20260410,CUST_667008,loan_pd_v3,loan_approval,2026-04-10T12:35:55Z,APPROVE,73071.48
DEC_0111_20260302,CUST_796096,claims_triage_v2,claims_triage,2026-03-02T12:38:16Z,ADJUSTER_REVIEW,32040.96
DEC_0112_20260315,CUST_227997,claims_triage_v2,claims_triage,2026-03-15T11:15:10Z,SIU_FLAG,4047.28
DEC_0113_20260316,CUST_909740,loan_pd_v3,loan_approval,2026-03-16T14:52:33Z,APPROVE,43034.67
DEC_0114_20260416,CUST_687429,fraud_screen_v6,fraud_screen,2026-04-16T16:03:04Z,BLOCK,10413.5
DEC_0115_20260410,CUST_418328,fraud_screen_v6,fraud_screen,2026-04-10T18:37:09Z,BLOCK,1573.61
DEC_0116_20260323,CUST_431251,kyc_review_v4,kyc_review,2026-03-23T10:50:09Z,CLEAR,0.432
DEC_0117_20260402,CUST_545954,kyc_review_v4,kyc_review,2026-04-02T17:52:18Z,EDD_REQUIRED,0.101
DEC_0118_20260403,CUST_232074,loan_pd_v3,loan_approval,2026-04-03T10:08:32Z,DENY,36408.66
DEC_0119_20260414,CUST_142994,claims_triage_v2,claims_triage,2026-04-14T09:36:28Z,ADJUSTER_REVIEW,43098.0
DEC_0120_20260311,CUST_754116,fraud_screen_v6,fraud_screen,2026-03-11T15:34:17Z,BLOCK,7383.47
DEC_0121_20260307,CUST_802785,fraud_screen_v6,fraud_screen,2026-03-07T18:23:22Z,PASS,1254.89
DEC_0122_20260307,CUST_362803,loan_pd_v3,loan_approval,2026-03-07T16:57:17Z,DENY,50324.09
DEC_0123_20260325,CUST_685203,loan_pd_v3,loan_approval,2026-03-25T12:58:02Z,DENY,44813.32
DEC_0124_20260307,CUST_976596,claims_triage_v2,claims_triage,2026-03-07T08:13:23Z,SIU_FLAG,35065.21
DEC_0125_20260319,CUST_627958,kyc_review_v4,kyc_review,2026-03-19T14:18:49Z,REJECT,0.23
DEC_0126_20260411,CUST_849201,claims_triage_v2,claims_triage,2026-04-11T14:50:01Z,AUTO_PAY,32589.75
DEC_0127_20260326,CUST_294299,fraud_screen_v6,fraud_screen,2026-03-26T11:55:18Z,BLOCK,10773.83
DEC_0128_20260329,CUST_890860,loan_pd_v3,loan_approval,2026-03-29T11:35:15Z,APPROVE,48391.68
DEC_0129_20260329,CUST_193804,claims_triage_v2,claims_triage,2026-03-29T14:21:17Z,AUTO_PAY,35906.04
DEC_0130_20260308,CUST_311659,kyc_review_v4,kyc_review,2026-03-08T14:51:03Z,REJECT,0.295
DEC_0131_20260406,CUST_850906,kyc_review_v4,kyc_review,2026-04-06T17:04:00Z,REJECT,0.857
DEC_0132_20260401,CUST_912990,claims_triage_v2,claims_triage,2026-04-01T18:42:11Z,ADJUSTER_REVIEW,29469.49
DEC_0133_20260404,CUST_554804,fraud_screen_v6,fraud_screen,2026-04-04T08:11:33Z,STEP_UP_AUTH,5306.45
DEC_0134_20260314,CUST_519719,fraud_screen_v6,fraud_screen,2026-03-14T09:14:24Z,STEP_UP_AUTH,2645.62
DEC_0135_20260310,CUST_900696,claims_triage_v2,claims_triage,2026-03-10T08:21:16Z,SIU_FLAG,37792.78
DEC_0136_20260321,CUST_374970,fraud_screen_v6,fraud_screen,2026-03-21T16:08:25Z,PASS,9278.8
DEC_0137_20260414,CUST_648553,loan_pd_v3,loan_approval,2026-04-14T13:48:22Z,CONDITIONAL,45255.68
DEC_0138_20260307,CUST_587167,claims_triage_v2,claims_triage,2026-03-07T10:51:25Z,ADJUSTER_REVIEW,35974.44
DEC_0139_20260303,CUST_887885,fraud_screen_v6,fraud_screen,2026-03-03T10:54:19Z,STEP_UP_AUTH,6376.0
DEC_0140_20260303,CUST_182973,fraud_screen_v6,fraud_screen,2026-03-03T12:33:43Z,PASS,5590.2
DEC_0141_20260310,CUST_978664,fraud_screen_v6,fraud_screen,2026-03-10T09:06:30Z,PASS,4391.44
DEC_0142_20260307,CUST_993661,fraud_screen_v6,fraud_screen,2026-03-07T08:41:12Z,STEP_UP_AUTH,6731.84
DEC_0143_20260413,CUST_705285,fraud_screen_v6,fraud_screen,2026-04-13T14:38:35Z,BLOCK,10789.5
DEC_0144_20260407,CUST_428613,fraud_screen_v6,fraud_screen,2026-04-07T17:44:12Z,STEP_UP_AUTH,5740.59
DEC_0145_20260418,CUST_977692,claims_triage_v2,claims_triage,2026-04-18T12:52:19Z,AUTO_PAY,31694.39
DEC_0146_20260427,CUST_820419,loan_pd_v3,loan_approval,2026-04-27T18:35:04Z,APPROVE,60836.49
DEC_0147_20260422,CUST_406295,kyc_review_v4,kyc_review,2026-04-22T12:19:03Z,EDD_REQUIRED,0.464
DEC_0148_20260401,CUST_915392,loan_pd_v3,loan_approval,2026-04-01T10:38:51Z,APPROVE,58353.55
DEC_0149_20260417,CUST_615241,fraud_screen_v6,fraud_screen,2026-04-17T09:26:23Z,BLOCK,1729.26
DEC_0150_20260312,CUST_851897,loan_pd_v3,loan_approval,2026-03-12T18:41:32Z,DENY,65673.12
DEC_0151_20260411,CUST_240101,fraud_screen_v6,fraud_screen,2026-04-11T13:56:34Z,STEP_UP_AUTH,4730.81
DEC_0152_20260311,CUST_246627,claims_triage_v2,claims_triage,2026-03-11T12:28:23Z,SIU_FLAG,6472.52
DEC_0153_20260312,CUST_741525,loan_pd_v3,loan_approval,2026-03-12T18:06:32Z,APPROVE,61902.96
DEC_0154_20260303,CUST_286495,kyc_review_v4,kyc_review,2026-03-03T10:41:05Z,REJECT,0.469
DEC_0155_20260317,CUST_611528,claims_triage_v2,claims_triage,2026-03-17T12:56:16Z,AUTO_PAY,38488.13
DEC_0156_20260429,CUST_917275,claims_triage_v2,claims_triage,2026-04-29T10:19:58Z,ADJUSTER_REVIEW,12127.73
DEC_0157_20260308,CUST_105132,kyc_review_v4,kyc_review,2026-03-08T17:44:40Z,EDD_REQUIRED,0.795
DEC_0158_20260304,CUST_434236,fraud_screen_v6,fraud_screen,2026-03-04T14:40:50Z,PASS,11698.07
DEC_0159_20260415,CUST_926176,fraud_screen_v6,fraud_screen,2026-04-15T17:14:48Z,STEP_UP_AUTH,3778.06
DEC_0160_20260419,CUST_807799,fraud_screen_v6,fraud_screen,2026-04-19T18:54:55Z,BLOCK,177.73
DEC_0161_20260305,CUST_975060,fraud_screen_v6,fraud_screen,2026-03-05T15:39:21Z,BLOCK,174.84
DEC_0162_20260327,CUST_487466,fraud_screen_v6,fraud_screen,2026-03-27T15:09:35Z,BLOCK,10121.75
DEC_0163_20260304,CUST_196146,claims_triage_v2,claims_triage,2026-03-04T18:21:19Z,AUTO_PAY,25116.81
DEC_0164_20260410,CUST_460306,loan_pd_v3,loan_approval,2026-04-10T13:43:52Z,CONDITIONAL,49925.62
DEC_0165_20260331,CUST_150204,claims_triage_v2,claims_triage,2026-03-31T18:24:31Z,ADJUSTER_REVIEW,33925.66
DEC_0166_20260301,CUST_287319,loan_pd_v3,loan_approval,2026-03-01T14:19:53Z,DENY,9662.57
DEC_0167_20260424,CUST_839564,fraud_screen_v6,fraud_screen,2026-04-24T12:19:25Z,PASS,9991.62
DEC_0168_20260412,CUST_988961,fraud_screen_v6,fraud_screen,2026-04-12T09:51:39Z,PASS,5072.95
DEC_0169_20260306,CUST_251121,loan_pd_v3,loan_approval,2026-03-06T10:51:36Z,CONDITIONAL,55862.99
DEC_0170_20260329,CUST_527840,fraud_screen_v6,fraud_screen,2026-03-29T18:41:38Z,BLOCK,1495.11
DEC_0171_20260416,CUST_497162,kyc_review_v4,kyc_review,2026-04-16T09:37:14Z,EDD_REQUIRED,0.452
DEC_0172_20260409,CUST_180064,kyc_review_v4,kyc_review,2026-04-09T14:44:06Z,CLEAR,0.676
DEC_0173_20260423,CUST_169793,kyc_review_v4,kyc_review,2026-04-23T15:23:00Z,REJECT,0.591
DEC_0174_20260331,CUST_479499,fraud_screen_v6,fraud_screen,2026-03-31T08:17:22Z,PASS,5830.17
DEC_0175_20260316,CUST_797375,loan_pd_v3,loan_approval,2026-03-16T11:40:38Z,DENY,17281.89
DEC_0176_20260312,CUST_455201,loan_pd_v3,loan_approval,2026-03-12T13:45:02Z,APPROVE,23108.66
DEC_0177_20260411,CUST_572935,claims_triage_v2,claims_triage,2026-04-11T08:59:58Z,AUTO_PAY,16568.52
DEC_0178_20260329,CUST_744159,claims_triage_v2,claims_triage,2026-03-29T17:10:05Z,ADJUSTER_REVIEW,42632.34
DEC_0179_20260412,CUST_411923,loan_pd_v3,loan_approval,2026-04-12T16:22:20Z,APPROVE,41789.0
DEC_0180_20260413,CUST_477466,fraud_screen_v6,fraud_screen,2026-04-13T14:39:10Z,STEP_UP_AUTH,4646.35
DEC_0181_20260324,CUST_548296,loan_pd_v3,loan_approval,2026-03-24T18:53:13Z,APPROVE,45040.82
DEC_0182_20260315,CUST_272383,loan_pd_v3,loan_approval,2026-03-15T18:41:40Z,CONDITIONAL,57656.11
DEC_0183_20260323,CUST_146705,fraud_screen_v6,fraud_screen,2026-03-23T15:43:43Z,PASS,3020.37
DEC_0184_20260314,CUST_451325,loan_pd_v3,loan_approval,2026-03-14T16:36:40Z,APPROVE,33900.55
DEC_0185_20260331,CUST_606925,fraud_screen_v6,fraud_screen,2026-03-31T17:47:46Z,STEP_UP_AUTH,1146.43
DEC_0186_20260312,CUST_658626,fraud_screen_v6,fraud_screen,2026-03-12T14:36:45Z,PASS,4177.81
DEC_0187_20260418,CUST_649478,loan_pd_v3,loan_approval,2026-04-18T12:50:29Z,DENY,49935.99
DEC_0188_20260324,CUST_167079,fraud_screen_v6,fraud_screen,2026-03-24T14:59:08Z,PASS,5987.48
DEC_0189_20260331,CUST_657630,claims_triage_v2,claims_triage,2026-03-31T09:42:54Z,AUTO_PAY,20270.95
DEC_0190_20260406,CUST_380793,fraud_screen_v6,fraud_screen,2026-04-06T14:17:28Z,STEP_UP_AUTH,1809.18
DEC_0191_20260412,CUST_371241,claims_triage_v2,claims_triage,2026-04-12T08:11:09Z,ADJUSTER_REVIEW,20223.28
DEC_0192_20260329,CUST_822678,loan_pd_v3,loan_approval,2026-03-29T10:56:43Z,APPROVE,25334.41
DEC_0193_20260414,CUST_232364,loan_pd_v3,loan_approval,2026-04-14T09:46:01Z,DENY,58342.07
DEC_0194_20260318,CUST_306822,loan_pd_v3,loan_approval,2026-03-18T13:26:57Z,DENY,3854.23
DEC_0195_20260406,CUST_138492,loan_pd_v3,loan_approval,2026-04-06T14:22:24Z,CONDITIONAL,19869.99
DEC_0196_20260303,CUST_526263,claims_triage_v2,claims_triage,2026-03-03T13:18:26Z,ADJUSTER_REVIEW,27334.01
DEC_0197_20260307,CUST_853247,fraud_screen_v6,fraud_screen,2026-03-07T09:27:53Z,PASS,4665.94
DEC_0198_20260322,CUST_587508,claims_triage_v2,claims_triage,2026-03-22T10:06:49Z,AUTO_PAY,29903.44
DEC_0199_20260319,CUST_863770,claims_triage_v2,claims_triage,2026-03-19T15:11:02Z,ADJUSTER_REVIEW,3104.51
DEC_0200_20260402,CUST_292627,kyc_review_v4,kyc_review,2026-04-02T10:01:14Z,EDD_REQUIRED,0.212
